year,country,variable,value,notes
2027,Samoa,scenario 1,99529204.6,constant aid ratios
2027,Sao Tome and Principe,scenario 1,80250301.7,constant aid ratios
2027,Senegal,scenario 1,1330860061.6999998,constant aid ratios
2027,Serbia,scenario 1,646017014.0999994,constant aid ratios
2027,Sierra Leone,scenario 1,462788149.1,constant aid ratios
2027,Solomon Islands,scenario 1,252395652.3,constant aid ratios
2027,Somalia,scenario 1,2313210269.2,constant aid ratios
2027,South Africa,scenario 1,-4617382021.500001,constant aid ratios
2027,Sri Lanka,scenario 1,-152244567.60000038,constant aid ratios
2027,St. Lucia,scenario 1,74839792.5,constant aid ratios
2027,St. Vincent and the Grenadines,scenario 1,43351296.60000001,constant aid ratios
2027,Sudan,scenario 1,908079166.7,constant aid ratios
2027,Suriname,scenario 1,-80654655.69999999,constant aid ratios
2027,Tajikistan,scenario 1,277337013.5,constant aid ratios
2027,Tanzania,scenario 1,3869216250.1,constant aid ratios
2027,Thailand,scenario 1,-1962586022.5,constant aid ratios
2027,Timor-Leste,scenario 1,231547812.0,constant aid ratios
2027,Togo,scenario 1,397436282.99999994,constant aid ratios
2027,Tonga,scenario 1,112393691.6,constant aid ratios
2027,Tunisia,scenario 1,868352252.3000002,constant aid ratios
2027,Turkmenistan,scenario 1,-264824243.0999999,constant aid ratios
2027,Türkiye,scenario 1,4633169653.400002,constant aid ratios
2027,Uganda,scenario 1,2378107503.7999997,constant aid ratios
2027,Upper middle income,scenario 1,-7426632236.899994,constant aid ratios
2027,Uzbekistan,scenario 1,2221348036.9,constant aid ratios
2027,Vanuatu,scenario 1,150125986.3,constant aid ratios
2027,Vietnam,scenario 1,-2004310406.2,constant aid ratios
2027,Yemen,scenario 1,2377417464.4,constant aid ratios
2027,Zambia,scenario 1,-175801022.29999995,constant aid ratios
2027,Zimbabwe,scenario 1,809290915.0,constant aid ratios
2024,Afghanistan,scenario 2,2933937074.05488,20% decrease in concessional finance
2024,Africa,scenario 2,11796019366.607971,20% decrease in concessional finance
2024,Albania,scenario 2,555498341.7676963,20% decrease in concessional finance
2024,Algeria,scenario 2,134854977.87735572,20% decrease in concessional finance
2024,Angola,scenario 2,-8656096249.66294,20% decrease in concessional finance
2024,Argentina,scenario 2,-21067542645.552708,20% decrease in concessional finance
2024,Armenia,scenario 2,20182603.817698956,20% decrease in concessional finance
2024,Azerbaijan,scenario 2,-3171197482.767525,20% decrease in concessional finance
2024,Bangladesh,scenario 2,5562740183.617796,20% decrease in concessional finance
2024,Belarus,scenario 2,-1755826556.1954508,20% decrease in concessional finance
2024,Belize,scenario 2,-53251824.12772769,20% decrease in concessional finance
2024,Benin,scenario 2,1309400908.8973458,20% decrease in concessional finance
2024,Bhutan,scenario 2,-102844136.07563964,20% decrease in concessional finance
2024,Bolivia,scenario 2,49252521.20855641,20% decrease in concessional finance
2024,Bosnia and Herzegovina,scenario 2,217353033.93467355,20% decrease in concessional finance
2024,Botswana,scenario 2,-113714461.40919656,20% decrease in concessional finance
2024,Brazil,scenario 2,-5794631634.156208,20% decrease in concessional finance
2024,Burkina Faso,scenario 2,1394777520.1735337,20% decrease in concessional finance
2024,Burundi,scenario 2,565141229.3896313,20% decrease in concessional finance
2024,Cabo Verde,scenario 2,-5582408.962002784,20% decrease in concessional finance
2024,Cambodia,scenario 2,1322380517.191948,20% decrease in concessional finance
2024,Cameroon,scenario 2,-12491863.547022345,20% decrease in concessional finance
2024,Central African Republic,scenario 2,706244043.7629418,20% decrease in concessional finance
2024,Chad,scenario 2,776133138.9166654,20% decrease in concessional finance
2024,Colombia,scenario 2,4941800994.671371,20% decrease in concessional finance
2024,Comoros,scenario 2,116475008.0697665,20% decrease in concessional finance
2024,Congo Republic,scenario 2,-362427990.5393171,20% decrease in concessional finance
2024,Costa Rica,scenario 2,1926402445.9755056,20% decrease in concessional finance
2024,Cote d'Ivoire,scenario 2,1282723319.2450645,20% decrease in concessional finance
2024,DR Congo,scenario 2,3498512570.6098137,20% decrease in concessional finance
2024,Developing countries,scenario 2,-27710485316.86621,20% decrease in concessional finance
2024,Djibouti,scenario 2,251603220.2131033,20% decrease in concessional finance
2024,Dominica,scenario 2,11183439.88146434,20% decrease in concessional finance
2024,Dominican Republic,scenario 2,1463947348.332254,20% decrease in concessional finance
2024,Ecuador,scenario 2,-978132430.31035,20% decrease in concessional finance
2024,Egypt,scenario 2,-4403440860.559357,20% decrease in concessional finance
2024,El Salvador,scenario 2,436285931.0044,20% decrease in concessional finance
2024,Eritrea,scenario 2,88643123.3200109,20% decrease in concessional finance
2024,Eswatini,scenario 2,83238409.75239511,20% decrease in concessional finance
2024,Ethiopia,scenario 2,-612167246.4699821,20% decrease in concessional finance
2024,Fiji,scenario 2,113209314.99462412,20% decrease in concessional finance
2024,Gabon,scenario 2,-110831122.35820104,20% decrease in concessional finance
2024,Gambia,scenario 2,296946252.0502872,20% decrease in concessional finance
2024,Georgia,scenario 2,303254593.14623964,20% decrease in concessional finance
2024,Ghana,scenario 2,-1362519890.956067,20% decrease in concessional finance
2024,Grenada,scenario 2,20889652.882739544,20% decrease in concessional finance
2024,Guatemala,scenario 2,1044089311.7078798,20% decrease in concessional finance
2024,Guinea,scenario 2,218019256.251256,20% decrease in concessional finance
2024,Guinea-Bissau,scenario 2,133621778.81145972,20% decrease in concessional finance
2024,Guyana,scenario 2,151053894.05492347,20% decrease in concessional finance
2024,Haiti,scenario 2,864147395.5874808,20% decrease in concessional finance
2024,Honduras,scenario 2,-245495447.55550337,20% decrease in concessional finance
2024,India,scenario 2,-6886674022.332272,20% decrease in concessional finance
2024,Indonesia,scenario 2,-13735876512.5461,20% decrease in concessional finance
2024,Iran,scenario 2,214270694.97724688,20% decrease in concessional finance
2024,Iraq,scenario 2,-536746151.50928354,20% decrease in concessional finance
2024,Jamaica,scenario 2,-473318342.67783856,20% decrease in concessional finance
2024,Jordan,scenario 2,4777902823.087793,20% decrease in concessional finance
2024,Kazakhstan,scenario 2,-3125650950.01303,20% decrease in concessional finance
2024,Kenya,scenario 2,-934376108.1749372,20% decrease in concessional finance
2024,Kosovo,scenario 2,302751049.72903264,20% decrease in concessional finance
2024,Kyrgyz Republic,scenario 2,395410627.9197738,20% decrease in concessional finance
2024,Laos,scenario 2,-1085874953.2049346,20% decrease in concessional finance
2024,Lebanon,scenario 2,-1360342583.343285,20% decrease in concessional finance
2024,Lesotho,scenario 2,145644791.7108554,20% decrease in concessional finance
2024,Liberia,scenario 2,564561768.9380337,20% decrease in concessional finance
2024,Low income,scenario 2,28122648418.505074,20% decrease in concessional finance
2024,Lower middle income,scenario 2,-5194147637.750305,20% decrease in concessional finance
2024,Madagascar,scenario 2,1204417452.2131362,20% decrease in concessional finance
2024,Malawi,scenario 2,1677955332.6656773,20% decrease in concessional finance
2024,Maldives,scenario 2,222743821.26913393,20% decrease in concessional finance
2024,Mali,scenario 2,1138863170.9807923,20% decrease in concessional finance
2024,Mauritania,scenario 2,24283530.557285488,20% decrease in concessional finance
2024,Mauritius,scenario 2,457536256.6398883,20% decrease in concessional finance
2024,Mexico,scenario 2,-7033944256.273754,20% decrease in concessional finance
2024,Moldova,scenario 2,1249946055.5929384,20% decrease in concessional finance
2024,Mongolia,scenario 2,1076256611.8164716,20% decrease in concessional finance
2024,Montenegro,scenario 2,-91799536.45259868,20% decrease in concessional finance
2024,Morocco,scenario 2,-866003711.3501358,20% decrease in concessional finance
2024,Mozambique,scenario 2,2663976820.0596075,20% decrease in concessional finance
2024,Myanmar,scenario 2,347034240.8264122,20% decrease in concessional finance
2024,Nepal,scenario 2,989513684.652203,20% decrease in concessional finance
2024,Nicaragua,scenario 2,105865192.77359603,20% decrease in concessional finance
2024,Niger,scenario 2,958002682.0912364,20% decrease in concessional finance
2024,Nigeria,scenario 2,4008678806.227002,20% decrease in concessional finance
2024,North Macedonia,scenario 2,373261132.4065336,20% decrease in concessional finance
2024,Pakistan,scenario 2,-6555264688.666157,20% decrease in concessional finance
2024,Papua New Guinea,scenario 2,578448639.4678953,20% decrease in concessional finance
2024,Paraguay,scenario 2,382710755.08747053,20% decrease in concessional finance
2024,Peru,scenario 2,-118424479.79333591,20% decrease in concessional finance
2024,Philippines,scenario 2,4284064766.40973,20% decrease in concessional finance
2024,Rwanda,scenario 2,1704769883.4541192,20% decrease in concessional finance
2024,Samoa,scenario 2,98080460.3757105,20% decrease in concessional finance
2024,Sao Tome and Principe,scenario 2,78453830.7207236,20% decrease in concessional finance
2024,Senegal,scenario 2,1608325044.240015,20% decrease in concessional finance
2024,Serbia,scenario 2,2035640265.969977,20% decrease in concessional finance
2024,Sierra Leone,scenario 2,451358490.24160826,20% decrease in concessional finance
2024,Solomon Islands,scenario 2,264431474.3858883,20% decrease in concessional finance
2024,Somalia,scenario 2,2289177219.739368,20% decrease in concessional finance
2024,South Africa,scenario 2,-6192295941.274968,20% decrease in concessional finance
2024,Sri Lanka,scenario 2,-3284630311.6053085,20% decrease in concessional finance
2024,St. Lucia,scenario 2,91489236.7132398,20% decrease in concessional finance
2024,St. Vincent and the Grenadines,scenario 2,50989135.610239774,20% decrease in concessional finance
2024,Sudan,scenario 2,770674520.597745,20% decrease in concessional finance
2024,Suriname,scenario 2,1986637.4522498848,20% decrease in concessional finance
2024,Tajikistan,scenario 2,372936282.22684467,20% decrease in concessional finance
2024,Tanzania,scenario 2,3144600254.878425,20% decrease in concessional finance
2024,Thailand,scenario 2,-2657333658.1850576,20% decrease in concessional finance
2024,Timor-Leste,scenario 2,268436910.5402951,20% decrease in concessional finance
2024,Togo,scenario 2,451522747.2977558,20% decrease in concessional finance
2024,Tonga,scenario 2,115395400.50130084,20% decrease in concessional finance
2024,Tunisia,scenario 2,-902278172.6561928,20% decrease in concessional finance
2024,Turkmenistan,scenario 2,-662065490.8323312,20% decrease in concessional finance
2024,Türkiye,scenario 2,-818303708.9998093,20% decrease in concessional finance
2024,Uganda,scenario 2,2363267676.670669,20% decrease in concessional finance
2024,Upper middle income,scenario 2,-50726958141.67587,20% decrease in concessional finance
2024,Uzbekistan,scenario 2,2807875773.6098843,20% decrease in concessional finance
2024,Vanuatu,scenario 2,163148264.71358874,20% decrease in concessional finance
2024,Vietnam,scenario 2,-3458760735.181586,20% decrease in concessional finance
2024,Yemen,scenario 2,2102311168.9360795,20% decrease in concessional finance
2024,Zambia,scenario 2,-1202400164.0439692,20% decrease in concessional finance
2024,Zimbabwe,scenario 2,970240521.307696,20% decrease in concessional finance
2025,Afghanistan,scenario 2,2696946010.6964817,20% decrease in concessional finance
2025,Africa,scenario 2,22891664479.290897,20% decrease in concessional finance
2025,Albania,scenario 2,-17431926.899496317,20% decrease in concessional finance
2025,Algeria,scenario 2,134774434.28332615,20% decrease in concessional finance
2025,Angola,scenario 2,-8412983848.165146,20% decrease in concessional finance
2025,Argentina,scenario 2,314238835.11769676,20% decrease in concessional finance
2025,Armenia,scenario 2,-320202389.936651,20% decrease in concessional finance
2025,Azerbaijan,scenario 2,-1290958654.5813026,20% decrease in concessional finance
2025,Bangladesh,scenario 2,4888660095.886543,20% decrease in concessional finance
2025,Belarus,scenario 2,-1259796485.9086783,20% decrease in concessional finance
2025,Belize,scenario 2,-3967437.9487588704,20% decrease in concessional finance
2025,Benin,scenario 2,1194799948.640883,20% decrease in concessional finance
2025,Bhutan,scenario 2,-90198145.2664541,20% decrease in concessional finance
2025,Bolivia,scenario 2,11227645.24172163,20% decrease in concessional finance
2025,Bosnia and Herzegovina,scenario 2,231132344.07835364,20% decrease in concessional finance
2025,Botswana,scenario 2,-137003941.95264447,20% decrease in concessional finance
2025,Brazil,scenario 2,-5407829360.1992,20% decrease in concessional finance
2025,Burkina Faso,scenario 2,1314428655.5731812,20% decrease in concessional finance
2025,Burundi,scenario 2,537975543.0991064,20% decrease in concessional finance
2025,Cabo Verde,scenario 2,-1287936.3760971427,20% decrease in concessional finance
2025,Cambodia,scenario 2,1266576102.891521,20% decrease in concessional finance
2025,Cameroon,scenario 2,-139148638.35654163,20% decrease in concessional finance
2025,Central African Republic,scenario 2,674791281.7246333,20% decrease in concessional finance
2025,Chad,scenario 2,757887296.7310694,20% decrease in concessional finance
2025,Colombia,scenario 2,3416446227.0286465,20% decrease in concessional finance
2025,Comoros,scenario 2,109786438.89515108,20% decrease in concessional finance
2025,Congo Republic,scenario 2,-311891775.5626401,20% decrease in concessional finance
2025,Costa Rica,scenario 2,957773866.961964,20% decrease in concessional finance
2025,Cote d'Ivoire,scenario 2,941587102.9816446,20% decrease in concessional finance
2025,DR Congo,scenario 2,3562185188.0963736,20% decrease in concessional finance
2025,Developing countries,scenario 2,23838097942.272583,20% decrease in concessional finance
2025,Djibouti,scenario 2,204446808.3054586,20% decrease in concessional finance
2025,Dominica,scenario 2,36110960.62088599,20% decrease in concessional finance
2025,Dominican Republic,scenario 2,300747477.85760784,20% decrease in concessional finance
2025,Ecuador,scenario 2,-330484500.5029931,20% decrease in concessional finance
2025,Egypt,scenario 2,2769900126.700672,20% decrease in concessional finance
2025,El Salvador,scenario 2,104231140.33853196,20% decrease in concessional finance
2025,Eritrea,scenario 2,91690991.78856955,20% decrease in concessional finance
2025,Eswatini,scenario 2,53876063.2803901,20% decrease in concessional finance
2025,Ethiopia,scenario 2,4680680467.065908,20% decrease in concessional finance
2025,Fiji,scenario 2,108547943.01851168,20% decrease in concessional finance
2025,Gabon,scenario 2,-40906278.817869544,20% decrease in concessional finance
2025,Gambia,scenario 2,323846335.4698992,20% decrease in concessional finance
2025,Georgia,scenario 2,229118606.7978303,20% decrease in concessional finance
2025,Ghana,scenario 2,-1968267283.208145,20% decrease in concessional finance
2025,Grenada,scenario 2,21270381.488324605,20% decrease in concessional finance
2025,Guatemala,scenario 2,997073129.3496248,20% decrease in concessional finance
2025,Guinea,scenario 2,146491336.4585812,20% decrease in concessional finance
2025,Guinea-Bissau,scenario 2,134764465.58728802,20% decrease in concessional finance
2025,Guyana,scenario 2,110189250.49884196,20% decrease in concessional finance
2025,Haiti,scenario 2,797752897.1120564,20% decrease in concessional finance
2025,Honduras,scenario 2,-458428660.88268256,20% decrease in concessional finance
2025,India,scenario 2,-677407575.7426529,20% decrease in concessional finance
2025,Indonesia,scenario 2,2209383285.175812,20% decrease in concessional finance
2025,Iran,scenario 2,200224064.06400907,20% decrease in concessional finance
2025,Iraq,scenario 2,162000022.60106754,20% decrease in concessional finance
2025,Jamaica,scenario 2,-622218087.1698015,20% decrease in concessional finance
2025,Jordan,scenario 2,3547399249.2708516,20% decrease in concessional finance
2025,Kazakhstan,scenario 2,-3910137394.044837,20% decrease in concessional finance
2025,Kenya,scenario 2,348492783.44478893,20% decrease in concessional finance
2025,Kosovo,scenario 2,314920716.01936746,20% decrease in concessional finance
2025,Kyrgyz Republic,scenario 2,280457419.22507447,20% decrease in concessional finance
2025,Laos,scenario 2,-1270449571.170375,20% decrease in concessional finance
2025,Lebanon,scenario 2,-1834803747.3081985,20% decrease in concessional finance
2025,Lesotho,scenario 2,123247587.4828086,20% decrease in concessional finance
2025,Liberia,scenario 2,529205111.0458037,20% decrease in concessional finance
2025,Low income,scenario 2,31985168454.58159,20% decrease in concessional finance
2025,Lower middle income,scenario 2,8431278101.660095,20% decrease in concessional finance
2025,Madagascar,scenario 2,1145769407.5669243,20% decrease in concessional finance
2025,Malawi,scenario 2,1586253554.111595,20% decrease in concessional finance
2025,Maldives,scenario 2,78149307.3433199,20% decrease in concessional finance
2025,Mali,scenario 2,1087945587.6278932,20% decrease in concessional finance
2025,Mauritania,scenario 2,70288287.34481329,20% decrease in concessional finance
2025,Mauritius,scenario 2,870167676.5253685,20% decrease in concessional finance
2025,Mexico,scenario 2,-4564430633.458981,20% decrease in concessional finance
2025,Moldova,scenario 2,1228484474.1978066,20% decrease in concessional finance
2025,Mongolia,scenario 2,996722151.5457224,20% decrease in concessional finance
2025,Montenegro,scenario 2,-631664146.3645006,20% decrease in concessional finance
2025,Morocco,scenario 2,282860953.37467575,20% decrease in concessional finance
2025,Mozambique,scenario 2,2576825671.317029,20% decrease in concessional finance
2025,Myanmar,scenario 2,420996395.8776597,20% decrease in concessional finance
2025,Nepal,scenario 2,894869878.4710901,20% decrease in concessional finance
2025,Nicaragua,scenario 2,19444880.892878413,20% decrease in concessional finance
2025,Niger,scenario 2,847178560.3945763,20% decrease in concessional finance
2025,Nigeria,scenario 2,2411518306.319702,20% decrease in concessional finance
2025,North Macedonia,scenario 2,-183836132.6129763,20% decrease in concessional finance
2025,Pakistan,scenario 2,-4406474567.107302,20% decrease in concessional finance
2025,Papua New Guinea,scenario 2,520089871.1622472,20% decrease in concessional finance
2025,Paraguay,scenario 2,298509382.51490784,20% decrease in concessional finance
2025,Peru,scenario 2,-1326463762.2314043,20% decrease in concessional finance
2025,Philippines,scenario 2,4518570850.671357,20% decrease in concessional finance
2025,Rwanda,scenario 2,1542069197.2868755,20% decrease in concessional finance
2025,Samoa,scenario 2,101783920.72442408,20% decrease in concessional finance
2025,Sao Tome and Principe,scenario 2,79392317.96703005,20% decrease in concessional finance
2025,Senegal,scenario 2,1393433781.5350456,20% decrease in concessional finance
2025,Serbia,scenario 2,2936415355.1190047,20% decrease in concessional finance
2025,Sierra Leone,scenario 2,439955048.13256,20% decrease in concessional finance
2025,Solomon Islands,scenario 2,261762704.32327884,20% decrease in concessional finance
2025,Somalia,scenario 2,2087435945.0038896,20% decrease in concessional finance
2025,South Africa,scenario 2,-6845585855.811044,20% decrease in concessional finance
2025,Sri Lanka,scenario 2,-2649922609.55048,20% decrease in concessional finance
2025,St. Lucia,scenario 2,84395965.35520595,20% decrease in concessional finance
2025,St. Vincent and the Grenadines,scenario 2,47995163.576394126,20% decrease in concessional finance
2025,Sudan,scenario 2,690800399.3142602,20% decrease in concessional finance
2025,Suriname,scenario 2,-8517766.15364921,20% decrease in concessional finance
2025,Tajikistan,scenario 2,184766314.77426335,20% decrease in concessional finance
2025,Tanzania,scenario 2,2772993424.3025293,20% decrease in concessional finance
2025,Thailand,scenario 2,-2231134728.9877954,20% decrease in concessional finance
2025,Timor-Leste,scenario 2,257837814.49417365,20% decrease in concessional finance
2025,Togo,scenario 2,422373530.4749504,20% decrease in concessional finance
2025,Tonga,scenario 2,115459296.76933353,20% decrease in concessional finance
2025,Tunisia,scenario 2,-676609267.9378791,20% decrease in concessional finance
2025,Turkmenistan,scenario 2,-406764013.1619165,20% decrease in concessional finance
2025,Türkiye,scenario 2,-3498453115.272049,20% decrease in concessional finance
2025,Uganda,scenario 2,2188516662.495182,20% decrease in concessional finance
2025,Upper middle income,scenario 2,-16643494404.267944,20% decrease in concessional finance
2025,Uzbekistan,scenario 2,2213760258.800296,20% decrease in concessional finance
2025,Vanuatu,scenario 2,161706112.99602506,20% decrease in concessional finance
2025,Vietnam,scenario 2,-2216338979.283389,20% decrease in concessional finance
2025,Yemen,scenario 2,2065643543.977538,20% decrease in concessional finance
2025,Zambia,scenario 2,-589768629.1892579,20% decrease in concessional finance
2025,Zimbabwe,scenario 2,884481656.9177148,20% decrease in concessional finance
2026,Afghanistan,scenario 2,2442462119.469465,20% decrease in concessional finance
2026,Africa,scenario 2,25024810531.045807,20% decrease in concessional finance
2026,Albania,scenario 2,660421695.605842,20% decrease in concessional finance
2026,Algeria,scenario 2,133883476.04930627,20% decrease in concessional finance
2026,Angola,scenario 2,-5743730933.943069,20% decrease in concessional finance
2026,Argentina,scenario 2,178614919.0955782,20% decrease in concessional finance
2026,Armenia,scenario 2,-109142289.13850725,20% decrease in concessional finance
2026,Azerbaijan,scenario 2,-3424575239.447666,20% decrease in concessional finance
2026,Bangladesh,scenario 2,4725534269.877377,20% decrease in concessional finance
2026,Belarus,scenario 2,-1413392791.4084694,20% decrease in concessional finance
2026,Belize,scenario 2,-3122859.1177925617,20% decrease in concessional finance
2026,Benin,scenario 2,1151525206.0356474,20% decrease in concessional finance
2026,Bhutan,scenario 2,-224630828.83888945,20% decrease in concessional finance
2026,Bolivia,scenario 2,2172814.385454178,20% decrease in concessional finance
2026,Bosnia and Herzegovina,scenario 2,-425960597.6505264,20% decrease in concessional finance
2026,Botswana,scenario 2,-153423083.14413285,20% decrease in concessional finance
2026,Brazil,scenario 2,243269697.91442108,20% decrease in concessional finance
2026,Burkina Faso,scenario 2,1265702934.0304754,20% decrease in concessional finance
2026,Burundi,scenario 2,518181766.5767529,20% decrease in concessional finance
2026,Cabo Verde,scenario 2,7901232.287388772,20% decrease in concessional finance
2026,Cambodia,scenario 2,1400579794.039679,20% decrease in concessional finance
2026,Cameroon,scenario 2,-5509555.367515087,20% decrease in concessional finance
2026,Central African Republic,scenario 2,645820684.7860674,20% decrease in concessional finance
2026,Chad,scenario 2,811521695.5955055,20% decrease in concessional finance
2026,Colombia,scenario 2,1004390356.864664,20% decrease in concessional finance
2026,Comoros,scenario 2,108677733.79360518,20% decrease in concessional finance
2026,Congo Republic,scenario 2,-262429973.70040596,20% decrease in concessional finance
2026,Costa Rica,scenario 2,2163118489.4238048,20% decrease in concessional finance
2026,Cote d'Ivoire,scenario 2,1242096050.6288729,20% decrease in concessional finance
2026,DR Congo,scenario 2,3266567711.2945175,20% decrease in concessional finance
2026,Developing countries,scenario 2,19446282122.242676,20% decrease in concessional finance
2026,Djibouti,scenario 2,206249837.73094025,20% decrease in concessional finance
2026,Dominica,scenario 2,28213649.248797514,20% decrease in concessional finance
2026,Dominican Republic,scenario 2,-576399173.2854967,20% decrease in concessional finance
2026,Ecuador,scenario 2,-726049442.6475816,20% decrease in concessional finance
2026,Egypt,scenario 2,-1658052816.9500463,20% decrease in concessional finance
2026,El Salvador,scenario 2,412472185.2624819,20% decrease in concessional finance
2026,Eritrea,scenario 2,93358896.98323564,20% decrease in concessional finance
2026,Eswatini,scenario 2,32141986.29938093,20% decrease in concessional finance
2026,Ethiopia,scenario 2,5338696241.406149,20% decrease in concessional finance
2026,Fiji,scenario 2,107080406.24862522,20% decrease in concessional finance
2026,Gabon,scenario 2,20834347.544538617,20% decrease in concessional finance
2026,Gambia,scenario 2,317594993.151396,20% decrease in concessional finance
2026,Georgia,scenario 2,-310594199.3767679,20% decrease in concessional finance
2026,Ghana,scenario 2,-2432360904.908574,20% decrease in concessional finance
2026,Grenada,scenario 2,21950452.39910321,20% decrease in concessional finance
2026,Guatemala,scenario 2,236428680.12910247,20% decrease in concessional finance
2026,Guinea,scenario 2,131549969.91429923,20% decrease in concessional finance
2026,Guinea-Bissau,scenario 2,132017461.4375573,20% decrease in concessional finance
2026,Guyana,scenario 2,77763891.06999457,20% decrease in concessional finance
2026,Haiti,scenario 2,730036345.8232743,20% decrease in concessional finance
2026,Honduras,scenario 2,-185041669.0733328,20% decrease in concessional finance
2026,India,scenario 2,-5195577040.282993,20% decrease in concessional finance
2026,Indonesia,scenario 2,4567313278.3573265,20% decrease in concessional finance
2026,Iran,scenario 2,216863021.30119985,20% decrease in concessional finance
2026,Iraq,scenario 2,141134849.50975466,20% decrease in concessional finance
2026,Jamaica,scenario 2,-706173112.4546084,20% decrease in concessional finance
2026,Jordan,scenario 2,1564284981.053543,20% decrease in concessional finance
2026,Kazakhstan,scenario 2,-2329471946.017979,20% decrease in concessional finance
2026,Kenya,scenario 2,768962537.0853968,20% decrease in concessional finance
2026,Kosovo,scenario 2,300051551.3005017,20% decrease in concessional finance
2026,Kyrgyz Republic,scenario 2,266808977.3282793,20% decrease in concessional finance
2026,Laos,scenario 2,-860636832.0743928,20% decrease in concessional finance
2026,Lebanon,scenario 2,-1841372975.334097,20% decrease in concessional finance
2026,Lesotho,scenario 2,103225378.970229,20% decrease in concessional finance
2026,Liberia,scenario 2,493619639.92988384,20% decrease in concessional finance
2026,Low income,scenario 2,30847670874.70222,20% decrease in concessional finance
2026,Lower middle income,scenario 2,5704775550.188995,20% decrease in concessional finance
2026,Madagascar,scenario 2,1128029228.7286308,20% decrease in concessional finance
2026,Malawi,scenario 2,1485686747.0590725,20% decrease in concessional finance
2026,Maldives,scenario 2,-367737827.4738703,20% decrease in concessional finance
2026,Mali,scenario 2,1011026367.276628,20% decrease in concessional finance
2026,Mauritania,scenario 2,70849102.36115438,20% decrease in concessional finance
2026,Mauritius,scenario 2,1109066775.021329,20% decrease in concessional finance
2026,Mexico,scenario 2,-12887669461.758144,20% decrease in concessional finance
2026,Moldova,scenario 2,1203330234.963406,20% decrease in concessional finance
2026,Mongolia,scenario 2,-525276965.1920984,20% decrease in concessional finance
2026,Montenegro,scenario 2,-73083603.87961978,20% decrease in concessional finance
2026,Morocco,scenario 2,1433522133.7688875,20% decrease in concessional finance
2026,Mozambique,scenario 2,2461163810.772987,20% decrease in concessional finance
2026,Myanmar,scenario 2,395263297.1722976,20% decrease in concessional finance
2026,Nepal,scenario 2,825988170.9784579,20% decrease in concessional finance
2026,Nicaragua,scenario 2,-43715339.62238085,20% decrease in concessional finance
2026,Niger,scenario 2,755307021.8257565,20% decrease in concessional finance
2026,Nigeria,scenario 2,3251744790.13157,20% decrease in concessional finance
2026,North Macedonia,scenario 2,528288875.5108578,20% decrease in concessional finance
2026,Pakistan,scenario 2,-3718030058.532543,20% decrease in concessional finance
2026,Papua New Guinea,scenario 2,481822130.0608703,20% decrease in concessional finance
2026,Paraguay,scenario 2,-206871508.12382007,20% decrease in concessional finance
2026,Peru,scenario 2,-2054193330.3973649,20% decrease in concessional finance
2026,Philippines,scenario 2,5213424422.055683,20% decrease in concessional finance
2026,Rwanda,scenario 2,1391965391.8241782,20% decrease in concessional finance
2026,Samoa,scenario 2,103539682.39049973,20% decrease in concessional finance
2026,Sao Tome and Principe,scenario 2,80574637.50241104,20% decrease in concessional finance
2026,Senegal,scenario 2,-134781699.87103748,20% decrease in concessional finance
2026,Serbia,scenario 2,2418614265.8561625,20% decrease in concessional finance
2026,Sierra Leone,scenario 2,419885901.87468016,20% decrease in concessional finance
2026,Solomon Islands,scenario 2,266348297.92694744,20% decrease in concessional finance
2026,Somalia,scenario 2,1873519997.9528673,20% decrease in concessional finance
2026,South Africa,scenario 2,-4924896313.933058,20% decrease in concessional finance
2026,Sri Lanka,scenario 2,-1128317029.6962335,20% decrease in concessional finance
2026,St. Lucia,scenario 2,76043000.7313687,20% decrease in concessional finance
2026,St. Vincent and the Grenadines,scenario 2,42586339.499388605,20% decrease in concessional finance
2026,Sudan,scenario 2,629078034.6415496,20% decrease in concessional finance
2026,Suriname,scenario 2,-7519033.426222324,20% decrease in concessional finance
2026,Tajikistan,scenario 2,180550026.75856557,20% decrease in concessional finance
2026,Tanzania,scenario 2,3429126686.332893,20% decrease in concessional finance
2026,Thailand,scenario 2,-1745089953.0173934,20% decrease in concessional finance
2026,Timor-Leste,scenario 2,251418720.62023568,20% decrease in concessional finance
2026,Togo,scenario 2,380063021.7772831,20% decrease in concessional finance
2026,Tonga,scenario 2,118219602.6621092,20% decrease in concessional finance
2026,Tunisia,scenario 2,269285631.2717929,20% decrease in concessional finance
2026,Turkmenistan,scenario 2,-333684362.78401524,20% decrease in concessional finance
2026,Türkiye,scenario 2,212231514.4569511,20% decrease in concessional finance
2026,Uganda,scenario 2,2059720447.4342256,20% decrease in concessional finance
2026,Upper middle income,scenario 2,-17159905428.718506,20% decrease in concessional finance
2026,Uzbekistan,scenario 2,1979597655.9278364,20% decrease in concessional finance
2026,Vanuatu,scenario 2,159462063.40959567,20% decrease in concessional finance
2026,Vietnam,scenario 2,-2005551659.3131824,20% decrease in concessional finance
2026,Yemen,scenario 2,1926680758.8733585,20% decrease in concessional finance
2026,Zambia,scenario 2,-471204774.6588669,20% decrease in concessional finance
2026,Zimbabwe,scenario 2,781455078.4334755,20% decrease in concessional finance
2027,Afghanistan,scenario 2,2188237384.1145935,20% decrease in concessional finance
2027,Africa,scenario 2,29359425506.80632,20% decrease in concessional finance
